id,json_body,trade_time_int
2385,"{""last"":268096,""bid"":267993,""ask"":268096,""high"":276000,""low"":264025,""volume"":""12024.89362157"",""timestamp"":1496166617}",20170531025021
2386,"{""last"":268097,""bid"":268089,""ask"":268097,""high"":276000,""low"":264025,""volume"":""12024.58202157"",""timestamp"":1496166626}",20170531025031
2387,"{""last"":268097,""bid"":268092,""ask"":268097,""high"":276000,""low"":264025,""volume"":""12024.53662157"",""timestamp"":1496166636}",20170531025041
2388,"{""last"":267989,""bid"":268005,""ask"":268009,""high"":276000,""low"":264025,""volume"":""12023.64066655"",""timestamp"":1496166649}",20170531025051
2389,"{""last"":268005,""bid"":267992,""ask"":268009,""high"":276000,""low"":264025,""volume"":""12022.88876812"",""timestamp"":1496166657}",20170531025101
2390,"{""last"":268027,""bid"":268026,""ask"":268032,""high"":276000,""low"":264025,""volume"":""12022.70784548"",""timestamp"":1496166664}",20170531025111
2391,"{""last"":268027,""bid"":268026,""ask"":268029,""high"":276000,""low"":264025,""volume"":""12022.51273577"",""timestamp"":1496166675}",20170531025121
2392,"{""last"":267926,""bid"":267939,""ask"":267958,""high"":276000,""low"":264025,""volume"":""12017.69296759"",""timestamp"":1496166685}",20170531025131
2393,"{""last"":267977,""bid"":267960,""ask"":267961,""high"":276000,""low"":264025,""volume"":""12017.16831501"",""timestamp"":1496166695}",20170531025141
2394,"{""last"":267977,""bid"":267960,""ask"":267961,""high"":276000,""low"":264102,""volume"":""12012.36598759"",""timestamp"":1496166704}",20170531025151
2395,"{""last"":267976,""bid"":267975,""ask"":267976,""high"":276000,""low"":264102,""volume"":""12011.59510709"",""timestamp"":1496166717}",20170531025201
2396,"{""last"":267978,""bid"":267975,""ask"":267978,""high"":276000,""low"":264102,""volume"":""12011.33314709"",""timestamp"":1496166725}",20170531025211
2397,"{""last"":267978,""bid"":267973,""ask"":267977,""high"":276000,""low"":264102,""volume"":""12011.30034709"",""timestamp"":1496166735}",20170531025221
2398,"{""last"":267964,""bid"":267960,""ask"":267964,""high"":276000,""low"":264102,""volume"":""12011.31554709"",""timestamp"":1496166745}",20170531025231
2399,"{""last"":267964,""bid"":267960,""ask"":267963,""high"":276000,""low"":264102,""volume"":""12011.27934709"",""timestamp"":1496166755}",20170531025241
2400,"{""last"":267977,""bid"":267971,""ask"":267985,""high"":276000,""low"":264102,""volume"":""12011.40918504"",""timestamp"":1496166765}",20170531025252
2401,"{""last"":267976,""bid"":267968,""ask"":267981,""high"":276000,""low"":264102,""volume"":""12013.01024279"",""timestamp"":1496166775}",20170531025302
2402,"{""last"":267983,""bid"":267968,""ask"":267975,""high"":276000,""low"":264102,""volume"":""12015.59106398"",""timestamp"":1496166786}",20170531025312
2403,"{""last"":268000,""bid"":267995,""ask"":268000,""high"":276000,""low"":264102,""volume"":""12016.75021278"",""timestamp"":1496166800}",20170531025322
2404,"{""last"":268000,""bid"":267997,""ask"":268000,""high"":276000,""low"":264102,""volume"":""12017.09109974"",""timestamp"":1496166805}",20170531025332
2405,"{""last"":267963,""bid"":267954,""ask"":267964,""high"":276000,""low"":264102,""volume"":""12017.03421179"",""timestamp"":1496166817}",20170531025342
2406,"{""last"":267961,""bid"":267961,""ask"":267962,""high"":276000,""low"":264102,""volume"":""12019.04318464"",""timestamp"":1496166828}",20170531025352
2407,"{""last"":267963,""bid"":267961,""ask"":267963,""high"":276000,""low"":264102,""volume"":""12018.89048464"",""timestamp"":1496166835}",20170531025402
2408,"{""last"":268106,""bid"":268068,""ask"":268106,""high"":276000,""low"":264102,""volume"":""12018.651925"",""timestamp"":1496166845}",20170531025412
2409,"{""last"":268106,""bid"":268102,""ask"":268106,""high"":276000,""low"":264102,""volume"":""12017.0235639"",""timestamp"":1496166856}",20170531025422
2410,"{""last"":268009,""bid"":268016,""ask"":268036,""high"":276000,""low"":264102,""volume"":""12010.48448573"",""timestamp"":1496166865}",20170531025432
2411,"{""last"":268106,""bid"":268102,""ask"":268105,""high"":276000,""low"":264102,""volume"":""12010.66380161"",""timestamp"":1496166875}",20170531025442
2412,"{""last"":267980,""bid"":267922,""ask"":267923,""high"":276000,""low"":264102,""volume"":""12012.16261061"",""timestamp"":1496166884}",20170531025452
2413,"{""last"":267978,""bid"":267978,""ask"":267985,""high"":276000,""low"":264102,""volume"":""12012.93713126"",""timestamp"":1496166896}",20170531025502
2414,"{""last"":267979,""bid"":267978,""ask"":267985,""high"":276000,""low"":264102,""volume"":""12013.11416218"",""timestamp"":1496166906}",20170531025512
2415,"{""last"":267978,""bid"":267978,""ask"":267980,""high"":276000,""low"":264102,""volume"":""12013.07716218"",""timestamp"":1496166917}",20170531025522
2416,"{""last"":267978,""bid"":267978,""ask"":267982,""high"":276000,""low"":264102,""volume"":""12012.24905269"",""timestamp"":1496166926}",20170531025532
2417,"{""last"":267977,""bid"":267977,""ask"":267982,""high"":276000,""low"":264102,""volume"":""12012.03926069"",""timestamp"":1496166937}",20170531025542
2418,"{""last"":267979,""bid"":267977,""ask"":267979,""high"":276000,""low"":264168,""volume"":""12010.43406572"",""timestamp"":1496166947}",20170531025552
2419,"{""last"":267839,""bid"":267820,""ask"":267839,""high"":276000,""low"":264187,""volume"":""12010.32652572"",""timestamp"":1496166956}",20170531025603
2420,"{""last"":267807,""bid"":267807,""ask"":267812,""high"":276000,""low"":264195,""volume"":""12008.03702572"",""timestamp"":1496166964}",20170531025613
2421,"{""last"":267806,""bid"":267802,""ask"":267811,""high"":276000,""low"":264202,""volume"":""12007.13661161"",""timestamp"":1496166975}",20170531025623
2422,"{""last"":267805,""bid"":267795,""ask"":267805,""high"":276000,""low"":264202,""volume"":""12006.2637346"",""timestamp"":1496166984}",20170531025633
2423,"{""last"":267211,""bid"":267443,""ask"":267619,""high"":276000,""low"":264202,""volume"":""12009.79266233"",""timestamp"":1496166994}",20170531025643
2424,"{""last"":267596,""bid"":267605,""ask"":267783,""high"":276000,""low"":264202,""volume"":""12010.44381511"",""timestamp"":1496167006}",20170531025653
2425,"{""last"":267738,""bid"":267587,""ask"":267738,""high"":276000,""low"":264202,""volume"":""12010.76011511"",""timestamp"":1496167014}",20170531025703
2426,"{""last"":267661,""bid"":267588,""ask"":267612,""high"":276000,""low"":264202,""volume"":""12010.68880748"",""timestamp"":1496167024}",20170531025713
2427,"{""last"":267587,""bid"":267587,""ask"":267600,""high"":276000,""low"":264202,""volume"":""12010.40670748"",""timestamp"":1496167035}",20170531025723
2428,"{""last"":267612,""bid"":267561,""ask"":267636,""high"":276000,""low"":264202,""volume"":""12010.27914246"",""timestamp"":1496167044}",20170531025733
2429,"{""last"":267780,""bid"":267723,""ask"":267778,""high"":276000,""low"":264361,""volume"":""12010.86993825"",""timestamp"":1496167055}",20170531025743
2430,"{""last"":267835,""bid"":267766,""ask"":267779,""high"":276000,""low"":264361,""volume"":""12011.32513825"",""timestamp"":1496167065}",20170531025753
2431,"{""last"":267871,""bid"":267766,""ask"":267834,""high"":276000,""low"":264361,""volume"":""12011.05723825"",""timestamp"":1496167075}",20170531025803
2432,"{""last"":267983,""bid"":267983,""ask"":268016,""high"":276000,""low"":264361,""volume"":""12011.05043416"",""timestamp"":1496167084}",20170531025813
2433,"{""last"":268090,""bid"":268053,""ask"":268090,""high"":276000,""low"":264361,""volume"":""12016.34696527"",""timestamp"":1496167095}",20170531025823
2434,"{""last"":268105,""bid"":268053,""ask"":268106,""high"":276000,""low"":264361,""volume"":""12016.35886527"",""timestamp"":1496167107}",20170531025833
2435,"{""last"":268105,""bid"":268053,""ask"":268105,""high"":276000,""low"":264361,""volume"":""12016.36022658"",""timestamp"":1496167116}",20170531025843
2436,"{""last"":268133,""bid"":268091,""ask"":268215,""high"":276000,""low"":264361,""volume"":""12018.48992658"",""timestamp"":1496167125}",20170531025854
2437,"{""last"":268215,""bid"":268152,""ask"":268214,""high"":276000,""low"":264361,""volume"":""12018.41448637"",""timestamp"":1496167135}",20170531025904
2438,"{""last"":268059,""bid"":268059,""ask"":268082,""high"":276000,""low"":264361,""volume"":""12018.49858637"",""timestamp"":1496167144}",20170531025914
2439,"{""last"":268115,""bid"":268152,""ask"":268184,""high"":276000,""low"":264361,""volume"":""12018.87442237"",""timestamp"":1496167158}",20170531025924
2440,"{""last"":268131,""bid"":268162,""ask"":268163,""high"":276000,""low"":264361,""volume"":""12018.89562237"",""timestamp"":1496167165}",20170531025934
2441,"{""last"":268164,""bid"":268177,""ask"":268185,""high"":276000,""low"":264361,""volume"":""12019.10542237"",""timestamp"":1496167174}",20170531025944
2442,"{""last"":268163,""bid"":268163,""ask"":268172,""high"":276000,""low"":264361,""volume"":""12019.51492237"",""timestamp"":1496167184}",20170531025954
2443,"{""last"":268163,""bid"":268163,""ask"":268174,""high"":276000,""low"":264361,""volume"":""12019.63702237"",""timestamp"":1496167195}",20170531030004
2444,"{""last"":268163,""bid"":268080,""ask"":268101,""high"":276000,""low"":264361,""volume"":""12020.29447237"",""timestamp"":1496167209}",20170531030014
2445,"{""last"":268067,""bid"":268066,""ask"":268085,""high"":276000,""low"":264361,""volume"":""12020.42790111"",""timestamp"":1496167219}",20170531030024
2446,"{""last"":268065,""bid"":268065,""ask"":268075,""high"":276000,""low"":264361,""volume"":""12020.41270111"",""timestamp"":1496167230}",20170531030034
2447,"{""last"":268084,""bid"":268084,""ask"":268115,""high"":276000,""low"":264361,""volume"":""12020.42250111"",""timestamp"":1496167241}",20170531030044
2448,"{""last"":267894,""bid"":267894,""ask"":267953,""high"":276000,""low"":264361,""volume"":""12021.20323557"",""timestamp"":1496167250}",20170531030054
2449,"{""last"":267894,""bid"":267894,""ask"":267953,""high"":276000,""low"":264361,""volume"":""12021.20323557"",""timestamp"":1496167250}",20170531030104
2450,"{""last"":267899,""bid"":267843,""ask"":267894,""high"":276000,""low"":264361,""volume"":""12021.16141934"",""timestamp"":1496167274}",20170531030114
2451,"{""last"":267899,""bid"":267843,""ask"":267894,""high"":276000,""low"":264361,""volume"":""12021.16141934"",""timestamp"":1496167274}",20170531030124
2452,"{""last"":268005,""bid"":268005,""ask"":268114,""high"":276000,""low"":264361,""volume"":""12021.50690218"",""timestamp"":1496167285}",20170531030134
2453,"{""last"":267934,""bid"":267940,""ask"":267947,""high"":276000,""low"":264361,""volume"":""12021.54078785"",""timestamp"":1496167304}",20170531030145
2454,"{""last"":267934,""bid"":267940,""ask"":267947,""high"":276000,""low"":264361,""volume"":""12021.54078785"",""timestamp"":1496167304}",20170531030155
2455,"{""last"":267928,""bid"":267933,""ask"":267938,""high"":276000,""low"":264361,""volume"":""12021.69998785"",""timestamp"":1496167324}",20170531030205
2456,"{""last"":267906,""bid"":267918,""ask"":267947,""high"":276000,""low"":264361,""volume"":""12022.14866277"",""timestamp"":1496167335}",20170531030215
2457,"{""last"":268061,""bid"":268082,""ask"":268113,""high"":276000,""low"":264361,""volume"":""12022.1780028"",""timestamp"":1496167345}",20170531030225
2458,"{""last"":268061,""bid"":268082,""ask"":268113,""high"":276000,""low"":264361,""volume"":""12022.1780028"",""timestamp"":1496167345}",20170531030235
2459,"{""last"":268025,""bid"":268024,""ask"":268054,""high"":276000,""low"":264361,""volume"":""12027.92715876"",""timestamp"":1496167365}",20170531030245
2460,"{""last"":268025,""bid"":268024,""ask"":268054,""high"":276000,""low"":264361,""volume"":""12027.92715876"",""timestamp"":1496167365}",20170531030255
2461,"{""last"":268076,""bid"":268076,""ask"":268090,""high"":276000,""low"":264361,""volume"":""12027.97245768"",""timestamp"":1496167385}",20170531030305
2462,"{""last"":268076,""bid"":268076,""ask"":268090,""high"":276000,""low"":264361,""volume"":""12027.97245768"",""timestamp"":1496167385}",20170531030315
2463,"{""last"":267812,""bid"":267808,""ask"":267813,""high"":276000,""low"":264361,""volume"":""12024.6538195"",""timestamp"":1496167405}",20170531030325
2464,"{""last"":267812,""bid"":267808,""ask"":267813,""high"":276000,""low"":264361,""volume"":""12024.6538195"",""timestamp"":1496167405}",20170531030335
2465,"{""last"":267879,""bid"":267890,""ask"":267892,""high"":276000,""low"":264361,""volume"":""12024.58009104"",""timestamp"":1496167416}",20170531030345
2466,"{""last"":268026,""bid"":268001,""ask"":268026,""high"":276000,""low"":264361,""volume"":""12024.79038152"",""timestamp"":1496167435}",20170531030355
2467,"{""last"":267849,""bid"":267849,""ask"":267909,""high"":276000,""low"":264361,""volume"":""12025.92455233"",""timestamp"":1496167444}",20170531030405
2468,"{""last"":267859,""bid"":267796,""ask"":267848,""high"":276000,""low"":264361,""volume"":""12025.92515233"",""timestamp"":1496167454}",20170531030415
2469,"{""last"":267806,""bid"":267806,""ask"":267809,""high"":276000,""low"":264361,""volume"":""12024.52035233"",""timestamp"":1496167464}",20170531030425
2470,"{""last"":267805,""bid"":267798,""ask"":267805,""high"":276000,""low"":264361,""volume"":""12023.25291512"",""timestamp"":1496167474}",20170531030436
2471,"{""last"":267813,""bid"":267813,""ask"":267837,""high"":276000,""low"":264361,""volume"":""12023.34963094"",""timestamp"":1496167484}",20170531030446
2472,"{""last"":267813,""bid"":267827,""ask"":267828,""high"":276000,""low"":264361,""volume"":""12023.8671797"",""timestamp"":1496167495}",20170531030456
2473,"{""last"":267813,""bid"":267827,""ask"":267828,""high"":276000,""low"":264361,""volume"":""12023.8671797"",""timestamp"":1496167495}",20170531030506
2474,"{""last"":267687,""bid"":267687,""ask"":267713,""high"":276000,""low"":264361,""volume"":""12025.21425115"",""timestamp"":1496167506}",20170531030516
2475,"{""last"":267776,""bid"":267791,""ask"":267792,""high"":276000,""low"":264361,""volume"":""12025.7512246"",""timestamp"":1496167517}",20170531030526
2476,"{""last"":268095,""bid"":267758,""ask"":268082,""high"":276000,""low"":264361,""volume"":""12029.58310006"",""timestamp"":1496167526}",20170531030536
2477,"{""last"":267758,""bid"":267758,""ask"":267785,""high"":276000,""low"":264361,""volume"":""12029.40200006"",""timestamp"":1496167538}",20170531030546
2478,"{""last"":268093,""bid"":268049,""ask"":268080,""high"":276000,""low"":264361,""volume"":""12029.48806074"",""timestamp"":1496167556}",20170531030556
2479,"{""last"":267805,""bid"":267805,""ask"":267840,""high"":276000,""low"":264361,""volume"":""12028.98523818"",""timestamp"":1496167564}",20170531030606
2480,"{""last"":267964,""bid"":267802,""ask"":267878,""high"":276000,""low"":264361,""volume"":""12028.65205382"",""timestamp"":1496167574}",20170531030616
2481,"{""last"":267964,""bid"":267802,""ask"":267878,""high"":276000,""low"":264361,""volume"":""12028.65205382"",""timestamp"":1496167574}",20170531030626
2482,"{""last"":267803,""bid"":267803,""ask"":267892,""high"":276000,""low"":264361,""volume"":""12028.32101975"",""timestamp"":1496167595}",20170531030636
2483,"{""last"":267964,""bid"":267964,""ask"":267969,""high"":276000,""low"":264361,""volume"":""12028.15771975"",""timestamp"":1496167605}",20170531030646
2484,"{""last"":267964,""bid"":267964,""ask"":267969,""high"":276000,""low"":264361,""volume"":""12028.15771975"",""timestamp"":1496167605}",20170531030656
2485,"{""last"":267922,""bid"":267959,""ask"":267992,""high"":276000,""low"":264361,""volume"":""12028.62471975"",""timestamp"":1496167624}",20170531030706
2486,"{""last"":268118,""bid"":268062,""ask"":268077,""high"":276000,""low"":264361,""volume"":""12028.67751975"",""timestamp"":1496167635}",20170531030716
2487,"{""last"":267999,""bid"":267983,""ask"":267986,""high"":276000,""low"":264361,""volume"":""12029.25271975"",""timestamp"":1496167645}",20170531030726
2488,"{""last"":267999,""bid"":267983,""ask"":267986,""high"":276000,""low"":264361,""volume"":""12029.25271975"",""timestamp"":1496167645}",20170531030736
2489,"{""last"":267984,""bid"":267984,""ask"":267989,""high"":276000,""low"":264361,""volume"":""12030.01220193"",""timestamp"":1496167665}",20170531030747
2490,"{""last"":267945,""bid"":267983,""ask"":267999,""high"":276000,""low"":264361,""volume"":""12027.97498971"",""timestamp"":1496167675}",20170531030757
2491,"{""last"":267947,""bid"":267956,""ask"":267964,""high"":276000,""low"":264361,""volume"":""12027.88940944"",""timestamp"":1496167685}",20170531030807
2492,"{""last"":268303,""bid"":268316,""ask"":268428,""high"":276000,""low"":264361,""volume"":""12037.83990559"",""timestamp"":1496167695}",20170531030817
2493,"{""last"":268381,""bid"":268408,""ask"":268433,""high"":276000,""low"":264361,""volume"":""12038.52710559"",""timestamp"":1496167705}",20170531030827
2494,"{""last"":268021,""bid"":267947,""ask"":267984,""high"":276000,""low"":264361,""volume"":""12037.722358"",""timestamp"":1496167715}",20170531030837
2495,"{""last"":268019,""bid"":268019,""ask"":268021,""high"":276000,""low"":264361,""volume"":""12038.72489393"",""timestamp"":1496167725}",20170531030847
2496,"{""last"":268020,""bid"":268042,""ask"":268056,""high"":276000,""low"":264361,""volume"":""12039.67596472"",""timestamp"":1496167736}",20170531030857
2497,"{""last"":267991,""bid"":267991,""ask"":268002,""high"":276000,""low"":264361,""volume"":""12040.82419924"",""timestamp"":1496167745}",20170531030907
2498,"{""last"":267953,""bid"":267947,""ask"":267953,""high"":276000,""low"":264361,""volume"":""12043.23022413"",""timestamp"":1496167755}",20170531030917
2499,"{""last"":267952,""bid"":267951,""ask"":267952,""high"":276000,""low"":264361,""volume"":""12043.28722413"",""timestamp"":1496167765}",20170531030927
2500,"{""last"":268058,""bid"":267986,""ask"":268058,""high"":276000,""low"":264361,""volume"":""12047.50442661"",""timestamp"":1496167775}",20170531030937
2501,"{""last"":268057,""bid"":268052,""ask"":268211,""high"":276000,""low"":264361,""volume"":""12049.05443358"",""timestamp"":1496167785}",20170531030947
2502,"{""last"":268056,""bid"":268014,""ask"":268027,""high"":276000,""low"":264361,""volume"":""12048.34903358"",""timestamp"":1496167795}",20170531030957
2503,"{""last"":267931,""bid"":267914,""ask"":267930,""high"":276000,""low"":264361,""volume"":""12046.75854358"",""timestamp"":1496167806}",20170531031007
2504,"{""last"":267927,""bid"":267807,""ask"":267808,""high"":276000,""low"":264361,""volume"":""12046.97937377"",""timestamp"":1496167817}",20170531031017
2505,"{""last"":267925,""bid"":267866,""ask"":267867,""high"":276000,""low"":264361,""volume"":""12043.15655365"",""timestamp"":1496167827}",20170531031027
2506,"{""last"":267925,""bid"":267866,""ask"":267867,""high"":276000,""low"":264361,""volume"":""12043.15655365"",""timestamp"":1496167827}",20170531031037
2507,"{""last"":267760,""bid"":267772,""ask"":267773,""high"":276000,""low"":264361,""volume"":""12038.65992931"",""timestamp"":1496167840}",20170531031048
2508,"{""last"":267768,""bid"":267766,""ask"":267770,""high"":276000,""low"":264361,""volume"":""12038.9930624"",""timestamp"":1496167856}",20170531031058
2509,"{""last"":267738,""bid"":267738,""ask"":267756,""high"":276000,""low"":264361,""volume"":""12039.17232204"",""timestamp"":1496167864}",20170531031108
2510,"{""last"":267780,""bid"":267764,""ask"":267780,""high"":276000,""low"":264361,""volume"":""12042.05212204"",""timestamp"":1496167876}",20170531031118
2511,"{""last"":267771,""bid"":267756,""ask"":267809,""high"":276000,""low"":264361,""volume"":""12042.06677475"",""timestamp"":1496167886}",20170531031128
2512,"{""last"":267755,""bid"":267751,""ask"":267770,""high"":276000,""low"":264361,""volume"":""12041.12135498"",""timestamp"":1496167894}",20170531031138
2513,"{""last"":267780,""bid"":267756,""ask"":267780,""high"":276000,""low"":264361,""volume"":""12039.48250991"",""timestamp"":1496167905}",20170531031148
2514,"{""last"":267499,""bid"":267499,""ask"":267504,""high"":276000,""low"":264361,""volume"":""12046.00266177"",""timestamp"":1496167915}",20170531031158
2515,"{""last"":267347,""bid"":267285,""ask"":267331,""high"":276000,""low"":264361,""volume"":""12046.25117258"",""timestamp"":1496167924}",20170531031208
2516,"{""last"":267191,""bid"":267273,""ask"":267332,""high"":276000,""low"":264361,""volume"":""12051.7072481"",""timestamp"":1496167935}",20170531031218
2517,"{""last"":267455,""bid"":267427,""ask"":267495,""high"":276000,""low"":264361,""volume"":""12053.54306688"",""timestamp"":1496167945}",20170531031228
2518,"{""last"":266941,""bid"":266919,""ask"":266930,""high"":276000,""low"":264361,""volume"":""12054.69757608"",""timestamp"":1496167955}",20170531031238
2519,"{""last"":266928,""bid"":266934,""ask"":266940,""high"":276000,""low"":264361,""volume"":""12057.18374179"",""timestamp"":1496167965}",20170531031248
2520,"{""last"":267217,""bid"":267092,""ask"":267093,""high"":276000,""low"":264361,""volume"":""12059.68149309"",""timestamp"":1496167975}",20170531031258
2521,"{""last"":267214,""bid"":267214,""ask"":267216,""high"":276000,""low"":264361,""volume"":""12061.94806567"",""timestamp"":1496167985}",20170531031308
2522,"{""last"":267228,""bid"":267230,""ask"":267318,""high"":276000,""low"":264361,""volume"":""12063.93661341"",""timestamp"":1496167995}",20170531031318
2523,"{""last"":267227,""bid"":267222,""ask"":267227,""high"":276000,""low"":264361,""volume"":""12061.6332847"",""timestamp"":1496168007}",20170531031328
2524,"{""last"":267226,""bid"":267222,""ask"":267226,""high"":276000,""low"":264361,""volume"":""12059.652629"",""timestamp"":1496168015}",20170531031339
2525,"{""last"":267225,""bid"":267222,""ask"":267225,""high"":276000,""low"":264361,""volume"":""12047.99006199"",""timestamp"":1496168026}",20170531031349
2526,"{""last"":267226,""bid"":267222,""ask"":267224,""high"":276000,""low"":264361,""volume"":""12046.50606199"",""timestamp"":1496168035}",20170531031359
2527,"{""last"":267225,""bid"":267222,""ask"":267225,""high"":276000,""low"":264361,""volume"":""12046.46892281"",""timestamp"":1496168045}",20170531031409
2528,"{""last"":267225,""bid"":267222,""ask"":267234,""high"":276000,""low"":264361,""volume"":""12046.3344338"",""timestamp"":1496168055}",20170531031419
2529,"{""last"":267243,""bid"":267238,""ask"":267243,""high"":276000,""low"":264361,""volume"":""12046.17803814"",""timestamp"":1496168067}",20170531031429
2530,"{""last"":267193,""bid"":267180,""ask"":267192,""high"":276000,""low"":264361,""volume"":""12050.42965814"",""timestamp"":1496168075}",20170531031439
2531,"{""last"":267176,""bid"":267176,""ask"":267180,""high"":276000,""low"":264361,""volume"":""12049.56645814"",""timestamp"":1496168085}",20170531031450
2532,"{""last"":267178,""bid"":267176,""ask"":267180,""high"":276000,""low"":264361,""volume"":""12049.4976622"",""timestamp"":1496168095}",20170531031500
2533,"{""last"":267389,""bid"":267341,""ask"":267389,""high"":276000,""low"":264361,""volume"":""12049.543883"",""timestamp"":1496168106}",20170531031510
2534,"{""last"":267341,""bid"":267293,""ask"":267314,""high"":276000,""low"":264361,""volume"":""12048.0360778"",""timestamp"":1496168115}",20170531031520
2535,"{""last"":267335,""bid"":267335,""ask"":267378,""high"":276000,""low"":264361,""volume"":""12045.14770603"",""timestamp"":1496168129}",20170531031530
2536,"{""last"":267328,""bid"":267306,""ask"":267327,""high"":276000,""low"":264361,""volume"":""12044.64759723"",""timestamp"":1496168136}",20170531031540
2537,"{""last"":267332,""bid"":267323,""ask"":267332,""high"":276000,""low"":264361,""volume"":""12042.34729723"",""timestamp"":1496168148}",20170531031550
2538,"{""last"":267306,""bid"":267249,""ask"":267296,""high"":276000,""low"":264361,""volume"":""12041.04779723"",""timestamp"":1496168156}",20170531031601
2539,"{""last"":267334,""bid"":267324,""ask"":267334,""high"":276000,""low"":264361,""volume"":""12037.44829723"",""timestamp"":1496168164}",20170531031611
2540,"{""last"":267288,""bid"":267288,""ask"":267354,""high"":276000,""low"":264361,""volume"":""12007.47831972"",""timestamp"":1496168177}",20170531031621
2541,"{""last"":267454,""bid"":267459,""ask"":267460,""high"":276000,""low"":264361,""volume"":""12006.33168132"",""timestamp"":1496168184}",20170531031631
2542,"{""last"":267359,""bid"":267359,""ask"":267438,""high"":276000,""low"":264361,""volume"":""12004.98999648"",""timestamp"":1496168195}",20170531031641
2543,"{""last"":267289,""bid"":267310,""ask"":267342,""high"":276000,""low"":264361,""volume"":""12004.85490307"",""timestamp"":1496168206}",20170531031651
2544,"{""last"":267409,""bid"":267325,""ask"":267399,""high"":276000,""low"":264361,""volume"":""12002.11357164"",""timestamp"":1496168215}",20170531031701
2545,"{""last"":267514,""bid"":267501,""ask"":267553,""high"":276000,""low"":264361,""volume"":""12002.23116754"",""timestamp"":1496168225}",20170531031711
2546,"{""last"":267401,""bid"":267426,""ask"":267427,""high"":276000,""low"":264361,""volume"":""12002.32336754"",""timestamp"":1496168236}",20170531031721
2547,"{""last"":267566,""bid"":267541,""ask"":267578,""high"":276000,""low"":264361,""volume"":""12002.55146754"",""timestamp"":1496168248}",20170531031731
2548,"{""last"":267441,""bid"":267442,""ask"":267476,""high"":276000,""low"":264361,""volume"":""12002.76196754"",""timestamp"":1496168255}",20170531031741
2549,"{""last"":267447,""bid"":267369,""ask"":267462,""high"":276000,""low"":264361,""volume"":""12002.90939754"",""timestamp"":1496168265}",20170531031751
2550,"{""last"":267754,""bid"":267459,""ask"":267757,""high"":276000,""low"":264361,""volume"":""12003.18178058"",""timestamp"":1496168276}",20170531031801
2551,"{""last"":267826,""bid"":267642,""ask"":267826,""high"":276000,""low"":264361,""volume"":""12002.88249811"",""timestamp"":1496168284}",20170531031811
2552,"{""last"":267861,""bid"":267849,""ask"":267874,""high"":276000,""low"":264361,""volume"":""12002.92358801"",""timestamp"":1496168297}",20170531031821
2553,"{""last"":267861,""bid"":267849,""ask"":267874,""high"":276000,""low"":264361,""volume"":""12002.92358801"",""timestamp"":1496168297}",20170531031831
2554,"{""last"":267763,""bid"":267756,""ask"":267757,""high"":276000,""low"":264361,""volume"":""12002.15248801"",""timestamp"":1496168315}",20170531031842
2555,"{""last"":267656,""bid"":267656,""ask"":267661,""high"":276000,""low"":264361,""volume"":""12002.11824591"",""timestamp"":1496168325}",20170531031852
2556,"{""last"":267977,""bid"":267901,""ask"":267950,""high"":276000,""low"":264361,""volume"":""12004.10209039"",""timestamp"":1496168336}",20170531031902
2557,"{""last"":267797,""bid"":267818,""ask"":267819,""high"":276000,""low"":264361,""volume"":""12002.57948801"",""timestamp"":1496168344}",20170531031912
2558,"{""last"":268183,""bid"":268128,""ask"":268199,""high"":276000,""low"":264361,""volume"":""12006.1053845"",""timestamp"":1496168357}",20170531031922
2559,"{""last"":268028,""bid"":268042,""ask"":268062,""high"":276000,""low"":264361,""volume"":""12003.5324525"",""timestamp"":1496168367}",20170531031932
2560,"{""last"":268028,""bid"":268042,""ask"":268062,""high"":276000,""low"":264361,""volume"":""12003.5324525"",""timestamp"":1496168367}",20170531031942
2561,"{""last"":267986,""bid"":267986,""ask"":267993,""high"":276000,""low"":264361,""volume"":""11998.57969448"",""timestamp"":1496168385}",20170531031952
2562,"{""last"":267998,""bid"":267998,""ask"":268003,""high"":276000,""low"":264361,""volume"":""11992.04016292"",""timestamp"":1496168398}",20170531032002
2563,"{""last"":267985,""bid"":267985,""ask"":267990,""high"":276000,""low"":264361,""volume"":""11989.93810092"",""timestamp"":1496168407}",20170531032012
2564,"{""last"":267985,""bid"":267984,""ask"":267985,""high"":276000,""low"":264361,""volume"":""11989.09882128"",""timestamp"":1496168417}",20170531032022
2565,"{""last"":268063,""bid"":268053,""ask"":268063,""high"":276000,""low"":264361,""volume"":""11985.80882743"",""timestamp"":1496168429}",20170531032032
2566,"{""last"":268063,""bid"":268058,""ask"":268065,""high"":276000,""low"":264361,""volume"":""11985.50799632"",""timestamp"":1496168437}",20170531032042
2567,"{""last"":268078,""bid"":268058,""ask"":268065,""high"":276000,""low"":264361,""volume"":""11984.81245343"",""timestamp"":1496168448}",20170531032052
2568,"{""last"":267985,""bid"":267985,""ask"":268003,""high"":276000,""low"":264361,""volume"":""11984.44444078"",""timestamp"":1496168457}",20170531032102
2569,"{""last"":267992,""bid"":267992,""ask"":268002,""high"":276000,""low"":264361,""volume"":""11984.48054078"",""timestamp"":1496168465}",20170531032112
2570,"{""last"":267992,""bid"":267992,""ask"":267994,""high"":276000,""low"":264361,""volume"":""11984.35804078"",""timestamp"":1496168475}",20170531032122
