id,json_body,trade_time_int
644,"{""last"":273392,""bid"":273367,""ask"":273439,""high"":276000,""low"":263200,""volume"":""10232.49683491"",""timestamp"":1496149024}",20170530215710
645,"{""last"":273496,""bid"":273413,""ask"":273469,""high"":276000,""low"":263200,""volume"":""10234.72780568"",""timestamp"":1496149034}",20170530215720
646,"{""last"":273358,""bid"":273355,""ask"":273400,""high"":276000,""low"":263200,""volume"":""10234.62162705"",""timestamp"":1496149045}",20170530215730
647,"{""last"":273398,""bid"":273356,""ask"":273499,""high"":276000,""low"":263200,""volume"":""10235.33368434"",""timestamp"":1496149054}",20170530215740
648,"{""last"":273619,""bid"":273357,""ask"":273606,""high"":276000,""low"":263200,""volume"":""10231.71740544"",""timestamp"":1496149068}",20170530215750
649,"{""last"":273602,""bid"":273370,""ask"":273594,""high"":276000,""low"":263200,""volume"":""10231.68120544"",""timestamp"":1496149075}",20170530215800
650,"{""last"":273587,""bid"":273373,""ask"":273583,""high"":276000,""low"":263200,""volume"":""10233.18990966"",""timestamp"":1496149084}",20170530215810
651,"{""last"":273579,""bid"":273414,""ask"":273579,""high"":276000,""low"":263200,""volume"":""10230.71771838"",""timestamp"":1496149097}",20170530215822
652,"{""last"":273623,""bid"":273410,""ask"":273619,""high"":276000,""low"":263200,""volume"":""10230.30221838"",""timestamp"":1496149105}",20170530215832
653,"{""last"":273612,""bid"":273403,""ask"":273611,""high"":276000,""low"":263200,""volume"":""10230.26575681"",""timestamp"":1496149115}",20170530215842
654,"{""last"":273680,""bid"":273470,""ask"":273680,""high"":276000,""low"":263200,""volume"":""10230.76110992"",""timestamp"":1496149126}",20170530215852
655,"{""last"":273721,""bid"":273734,""ask"":273747,""high"":276000,""low"":263200,""volume"":""10230.43235963"",""timestamp"":1496149135}",20170530215902
656,"{""last"":273753,""bid"":273753,""ask"":273800,""high"":276000,""low"":263200,""volume"":""10228.44273845"",""timestamp"":1496149144}",20170530215912
657,"{""last"":273678,""bid"":273678,""ask"":273740,""high"":276000,""low"":263200,""volume"":""10227.8096485"",""timestamp"":1496149156}",20170530215922
658,"{""last"":273740,""bid"":273678,""ask"":273740,""high"":276000,""low"":263200,""volume"":""10227.67466384"",""timestamp"":1496149165}",20170530215932
659,"{""last"":273830,""bid"":273678,""ask"":273830,""high"":276000,""low"":263200,""volume"":""10229.95252567"",""timestamp"":1496149177}",20170530215942
660,"{""last"":273900,""bid"":273771,""ask"":273899,""high"":276000,""low"":263200,""volume"":""10231.88325764"",""timestamp"":1496149188}",20170530215952
661,"{""last"":273754,""bid"":273692,""ask"":273899,""high"":276000,""low"":263200,""volume"":""10232.85110768"",""timestamp"":1496149197}",20170530220002
662,"{""last"":273696,""bid"":273698,""ask"":273857,""high"":276000,""low"":263200,""volume"":""10233.22790768"",""timestamp"":1496149211}",20170530220012
663,"{""last"":273695,""bid"":273695,""ask"":273759,""high"":276000,""low"":263200,""volume"":""10230.74270768"",""timestamp"":1496149220}",20170530220022
664,"{""last"":273899,""bid"":273721,""ask"":273886,""high"":276000,""low"":263200,""volume"":""10231.2286079"",""timestamp"":1496149230}",20170530220032
665,"{""last"":273900,""bid"":273719,""ask"":273870,""high"":276000,""low"":263200,""volume"":""10230.76922987"",""timestamp"":1496149240}",20170530220042
666,"{""last"":273900,""bid"":273736,""ask"":273873,""high"":276000,""low"":263200,""volume"":""10229.90376181"",""timestamp"":1496149250}",20170530220053
667,"{""last"":273730,""bid"":273755,""ask"":273887,""high"":276000,""low"":263200,""volume"":""10229.19824478"",""timestamp"":1496149261}",20170530220103
668,"{""last"":273734,""bid"":273735,""ask"":273884,""high"":276000,""low"":263200,""volume"":""10229.09624478"",""timestamp"":1496149264}",20170530220113
669,"{""last"":273900,""bid"":273739,""ask"":273900,""high"":276000,""low"":263200,""volume"":""10229.31610881"",""timestamp"":1496149275}",20170530220123
670,"{""last"":273750,""bid"":273750,""ask"":273869,""high"":276000,""low"":263200,""volume"":""10228.4060977"",""timestamp"":1496149286}",20170530220133
671,"{""last"":273751,""bid"":273756,""ask"":273813,""high"":276000,""low"":263200,""volume"":""10228.3976977"",""timestamp"":1496149296}",20170530220143
672,"{""last"":273759,""bid"":273756,""ask"":273798,""high"":276000,""low"":263200,""volume"":""10228.28019215"",""timestamp"":1496149304}",20170530220153
673,"{""last"":273767,""bid"":273766,""ask"":273841,""high"":276000,""low"":263200,""volume"":""10227.41012029"",""timestamp"":1496149316}",20170530220203
674,"{""last"":273717,""bid"":273768,""ask"":273856,""high"":276000,""low"":263200,""volume"":""10226.41664069"",""timestamp"":1496149324}",20170530220213
675,"{""last"":273722,""bid"":273722,""ask"":273856,""high"":276000,""low"":263200,""volume"":""10226.51784069"",""timestamp"":1496149335}",20170530220223
676,"{""last"":273716,""bid"":273716,""ask"":273842,""high"":276000,""low"":263200,""volume"":""10226.04695573"",""timestamp"":1496149345}",20170530220233
677,"{""last"":273716,""bid"":273716,""ask"":273856,""high"":276000,""low"":263200,""volume"":""10225.88534593"",""timestamp"":1496149355}",20170530220243
678,"{""last"":273716,""bid"":273716,""ask"":273842,""high"":276000,""low"":263200,""volume"":""10225.67385593"",""timestamp"":1496149366}",20170530220253
679,"{""last"":273716,""bid"":273716,""ask"":273842,""high"":276000,""low"":263200,""volume"":""10226.41091138"",""timestamp"":1496149375}",20170530220303
680,"{""last"":273723,""bid"":273716,""ask"":273723,""high"":276000,""low"":263200,""volume"":""10224.84817642"",""timestamp"":1496149385}",20170530220314
681,"{""last"":273798,""bid"":273798,""ask"":273885,""high"":276000,""low"":263200,""volume"":""10224.89773136"",""timestamp"":1496149394}",20170530220324
682,"{""last"":273717,""bid"":273725,""ask"":273871,""high"":276000,""low"":263200,""volume"":""10224.39223483"",""timestamp"":1496149405}",20170530220334
683,"{""last"":273732,""bid"":273732,""ask"":273871,""high"":276000,""low"":263200,""volume"":""10224.52383483"",""timestamp"":1496149415}",20170530220344
684,"{""last"":273732,""bid"":273725,""ask"":273885,""high"":276000,""low"":263200,""volume"":""10224.45333483"",""timestamp"":1496149425}",20170530220354
685,"{""last"":273732,""bid"":273733,""ask"":273871,""high"":276000,""low"":263200,""volume"":""10223.86203958"",""timestamp"":1496149435}",20170530220404
686,"{""last"":273731,""bid"":273731,""ask"":273885,""high"":276000,""low"":263200,""volume"":""10223.22495663"",""timestamp"":1496149444}",20170530220414
687,"{""last"":273743,""bid"":273743,""ask"":273883,""high"":276000,""low"":263200,""volume"":""10223.08277663"",""timestamp"":1496149454}",20170530220424
688,"{""last"":273731,""bid"":273731,""ask"":273885,""high"":276000,""low"":263200,""volume"":""10221.69735241"",""timestamp"":1496149468}",20170530220434
689,"{""last"":273900,""bid"":273758,""ask"":273866,""high"":276000,""low"":263200,""volume"":""10222.81101439"",""timestamp"":1496149476}",20170530220444
690,"{""last"":273776,""bid"":273765,""ask"":273860,""high"":276000,""low"":263200,""volume"":""10221.94131612"",""timestamp"":1496149488}",20170530220454
691,"{""last"":273861,""bid"":273774,""ask"":273861,""high"":276000,""low"":263200,""volume"":""10221.88961612"",""timestamp"":1496149495}",20170530220504
692,"{""last"":273888,""bid"":273820,""ask"":273888,""high"":276000,""low"":263200,""volume"":""10222.4039936"",""timestamp"":1496149509}",20170530220514
693,"{""last"":273795,""bid"":273813,""ask"":273900,""high"":276000,""low"":263200,""volume"":""10222.28475575"",""timestamp"":1496149518}",20170530220525
694,"{""last"":273900,""bid"":273835,""ask"":273900,""high"":276000,""low"":263200,""volume"":""10223.24575575"",""timestamp"":1496149527}",20170530220535
695,"{""last"":273906,""bid"":273892,""ask"":273906,""high"":276000,""low"":263200,""volume"":""10224.78885575"",""timestamp"":1496149536}",20170530220545
696,"{""last"":273905,""bid"":273905,""ask"":274056,""high"":276000,""low"":263200,""volume"":""10225.66035576"",""timestamp"":1496149546}",20170530220555
697,"{""last"":273892,""bid"":273901,""ask"":274010,""high"":276000,""low"":263200,""volume"":""10225.84805908"",""timestamp"":1496149564}",20170530220605
698,"{""last"":273892,""bid"":273900,""ask"":273987,""high"":276000,""low"":263200,""volume"":""10225.82695576"",""timestamp"":1496149575}",20170530220615
699,"{""last"":273817,""bid"":273817,""ask"":273972,""high"":276000,""low"":263200,""volume"":""10226.20245576"",""timestamp"":1496149584}",20170530220625
700,"{""last"":273717,""bid"":273717,""ask"":273929,""high"":276000,""low"":263200,""volume"":""10227.63625576"",""timestamp"":1496149595}",20170530220635
701,"{""last"":273717,""bid"":273717,""ask"":273910,""high"":276000,""low"":263200,""volume"":""10225.43672636"",""timestamp"":1496149604}",20170530220645
702,"{""last"":273678,""bid"":273680,""ask"":273701,""high"":276000,""low"":263200,""volume"":""10221.85418285"",""timestamp"":1496149614}",20170530220655
703,"{""last"":273681,""bid"":273681,""ask"":273879,""high"":276000,""low"":263200,""volume"":""10217.26483038"",""timestamp"":1496149625}",20170530220705
704,"{""last"":273681,""bid"":273681,""ask"":273879,""high"":276000,""low"":263200,""volume"":""10217.26483038"",""timestamp"":1496149625}",20170530220715
705,"{""last"":273679,""bid"":273678,""ask"":273698,""high"":276000,""low"":263200,""volume"":""10217.12856021"",""timestamp"":1496149635}",20170530220725
706,"{""last"":273678,""bid"":273678,""ask"":273682,""high"":276000,""low"":263200,""volume"":""10216.11531829"",""timestamp"":1496149649}",20170530220735
707,"{""last"":273678,""bid"":273413,""ask"":273678,""high"":276000,""low"":263200,""volume"":""10215.99767285"",""timestamp"":1496149657}",20170530220745
708,"{""last"":273680,""bid"":273660,""ask"":273680,""high"":276000,""low"":263200,""volume"":""10216.88437543"",""timestamp"":1496149675}",20170530220755
709,"{""last"":273483,""bid"":273483,""ask"":273665,""high"":276000,""low"":263200,""volume"":""10217.13679345"",""timestamp"":1496149684}",20170530220806
710,"{""last"":273483,""bid"":273514,""ask"":273661,""high"":276000,""low"":263200,""volume"":""10216.87836677"",""timestamp"":1496149694}",20170530220816
711,"{""last"":273680,""bid"":273551,""ask"":273680,""high"":276000,""low"":263200,""volume"":""10216.46775251"",""timestamp"":1496149705}",20170530220826
712,"{""last"":273680,""bid"":273551,""ask"":273680,""high"":276000,""low"":263200,""volume"":""10216.46775251"",""timestamp"":1496149705}",20170530220836
713,"{""last"":273656,""bid"":273657,""ask"":273909,""high"":276000,""low"":263200,""volume"":""10216.89315343"",""timestamp"":1496149724}",20170530220846
714,"{""last"":273672,""bid"":273672,""ask"":273900,""high"":276000,""low"":263200,""volume"":""10217.19887428"",""timestamp"":1496149734}",20170530220856
715,"{""last"":273651,""bid"":273651,""ask"":273674,""high"":276000,""low"":263200,""volume"":""10218.64152428"",""timestamp"":1496149744}",20170530220906
716,"{""last"":273651,""bid"":273651,""ask"":273674,""high"":276000,""low"":263200,""volume"":""10218.64152428"",""timestamp"":1496149744}",20170530220916
717,"{""last"":273651,""bid"":273663,""ask"":273675,""high"":276000,""low"":263200,""volume"":""10214.43692523"",""timestamp"":1496149765}",20170530220926
718,"{""last"":273651,""bid"":273663,""ask"":273675,""high"":276000,""low"":263200,""volume"":""10214.43692523"",""timestamp"":1496149765}",20170530220936
719,"{""last"":273651,""bid"":273652,""ask"":273674,""high"":276000,""low"":263200,""volume"":""10210.27728667"",""timestamp"":1496149786}",20170530220946
720,"{""last"":273651,""bid"":273652,""ask"":273674,""high"":276000,""low"":263200,""volume"":""10210.27728667"",""timestamp"":1496149786}",20170530220956
721,"{""last"":273667,""bid"":273668,""ask"":273712,""high"":276000,""low"":263200,""volume"":""10200.07279858"",""timestamp"":1496149796}",20170530221006
722,"{""last"":273921,""bid"":273696,""ask"":273900,""high"":276000,""low"":263200,""volume"":""10199.35397109"",""timestamp"":1496149807}",20170530221016
723,"{""last"":273568,""bid"":273610,""ask"":273890,""high"":276000,""low"":263200,""volume"":""10195.77112939"",""timestamp"":1496149818}",20170530221026
724,"{""last"":273663,""bid"":273663,""ask"":273858,""high"":276000,""low"":263200,""volume"":""10195.41207972"",""timestamp"":1496149828}",20170530221036
725,"{""last"":273650,""bid"":273661,""ask"":273817,""high"":276000,""low"":263200,""volume"":""10195.12271972"",""timestamp"":1496149839}",20170530221047
726,"{""last"":273790,""bid"":273661,""ask"":273789,""high"":276000,""low"":263200,""volume"":""10195.20032643"",""timestamp"":1496149848}",20170530221057
727,"{""last"":273662,""bid"":273690,""ask"":273783,""high"":276000,""low"":263200,""volume"":""10195.51336053"",""timestamp"":1496149864}",20170530221107
728,"{""last"":273677,""bid"":273660,""ask"":273759,""high"":276000,""low"":263200,""volume"":""10196.79654836"",""timestamp"":1496149876}",20170530221117
729,"{""last"":273675,""bid"":273675,""ask"":273728,""high"":276000,""low"":263200,""volume"":""10196.1919468"",""timestamp"":1496149885}",20170530221127
730,"{""last"":273675,""bid"":273661,""ask"":273671,""high"":276000,""low"":263200,""volume"":""10194.69622835"",""timestamp"":1496149895}",20170530221137
731,"{""last"":273675,""bid"":273661,""ask"":273664,""high"":276000,""low"":263200,""volume"":""10194.66522835"",""timestamp"":1496149905}",20170530221147
732,"{""last"":273675,""bid"":273661,""ask"":273666,""high"":276000,""low"":263200,""volume"":""10194.66522835"",""timestamp"":1496149914}",20170530221157
733,"{""last"":273671,""bid"":273661,""ask"":273666,""high"":276000,""low"":263200,""volume"":""10194.66649103"",""timestamp"":1496149925}",20170530221207
734,"{""last"":273788,""bid"":273684,""ask"":273864,""high"":276000,""low"":263200,""volume"":""10194.17155748"",""timestamp"":1496149936}",20170530221217
735,"{""last"":273864,""bid"":273687,""ask"":273787,""high"":276000,""low"":263200,""volume"":""10193.98258714"",""timestamp"":1496149945}",20170530221227
736,"{""last"":273880,""bid"":273694,""ask"":273879,""high"":276000,""low"":263200,""volume"":""10193.96861209"",""timestamp"":1496149956}",20170530221237
737,"{""last"":273850,""bid"":273729,""ask"":273850,""high"":276000,""low"":263200,""volume"":""10193.93291124"",""timestamp"":1496149965}",20170530221247
738,"{""last"":273850,""bid"":273729,""ask"":273850,""high"":276000,""low"":263200,""volume"":""10193.93291124"",""timestamp"":1496149965}",20170530221257
739,"{""last"":273922,""bid"":273761,""ask"":273922,""high"":276000,""low"":263200,""volume"":""10192.08554541"",""timestamp"":1496149984}",20170530221307
740,"{""last"":273923,""bid"":273804,""ask"":273922,""high"":276000,""low"":263200,""volume"":""10192.95415095"",""timestamp"":1496149994}",20170530221317
741,"{""last"":273922,""bid"":273850,""ask"":273920,""high"":276000,""low"":263200,""volume"":""10192.80848382"",""timestamp"":1496150004}",20170530221327
742,"{""last"":273752,""bid"":273763,""ask"":273887,""high"":276000,""low"":263200,""volume"":""10192.91288382"",""timestamp"":1496150014}",20170530221338
743,"{""last"":273900,""bid"":273770,""ask"":273906,""high"":276000,""low"":263200,""volume"":""10190.76296612"",""timestamp"":1496150024}",20170530221348
744,"{""last"":273922,""bid"":273755,""ask"":273909,""high"":276000,""low"":263200,""volume"":""10191.28791948"",""timestamp"":1496150036}",20170530221358
745,"{""last"":273923,""bid"":273771,""ask"":273922,""high"":276000,""low"":263200,""volume"":""10191.62377655"",""timestamp"":1496150044}",20170530221408
746,"{""last"":273789,""bid"":273794,""ask"":273881,""high"":276000,""low"":263200,""volume"":""10185.06359441"",""timestamp"":1496150055}",20170530221418
747,"{""last"":273789,""bid"":273794,""ask"":273881,""high"":276000,""low"":263200,""volume"":""10185.06359441"",""timestamp"":1496150055}",20170530221428
748,"{""last"":273923,""bid"":273803,""ask"":273909,""high"":276000,""low"":263200,""volume"":""10176.63282706"",""timestamp"":1496150075}",20170530221438
749,"{""last"":273923,""bid"":273803,""ask"":273858,""high"":276000,""low"":263200,""volume"":""10176.09810241"",""timestamp"":1496150086}",20170530221448
750,"{""last"":273803,""bid"":273790,""ask"":273872,""high"":276000,""low"":263200,""volume"":""10176.26286356"",""timestamp"":1496150097}",20170530221458
751,"{""last"":273873,""bid"":273873,""ask"":273886,""high"":276000,""low"":263200,""volume"":""10176.40156356"",""timestamp"":1496150106}",20170530221508
752,"{""last"":273800,""bid"":273800,""ask"":273872,""high"":276000,""low"":263200,""volume"":""10176.57771146"",""timestamp"":1496150116}",20170530221518
753,"{""last"":273800,""bid"":273801,""ask"":273845,""high"":276000,""low"":263200,""volume"":""10176.05501146"",""timestamp"":1496150127}",20170530221528
754,"{""last"":273814,""bid"":273807,""ask"":273856,""high"":276000,""low"":263200,""volume"":""10174.88502548"",""timestamp"":1496150137}",20170530221538
755,"{""last"":273923,""bid"":273817,""ask"":273909,""high"":276000,""low"":263200,""volume"":""10175.06073871"",""timestamp"":1496150146}",20170530221548
756,"{""last"":273909,""bid"":273816,""ask"":273921,""high"":276000,""low"":263200,""volume"":""10176.33296693"",""timestamp"":1496150157}",20170530221558
757,"{""last"":273909,""bid"":273756,""ask"":273906,""high"":276000,""low"":263200,""volume"":""10175.87857759"",""timestamp"":1496150164}",20170530221609
758,"{""last"":273770,""bid"":273770,""ask"":273908,""high"":276000,""low"":263200,""volume"":""10172.24577742"",""timestamp"":1496150174}",20170530221619
759,"{""last"":273703,""bid"":273703,""ask"":273846,""high"":276000,""low"":263200,""volume"":""10171.68562997"",""timestamp"":1496150184}",20170530221629
760,"{""last"":273832,""bid"":273726,""ask"":273844,""high"":276000,""low"":263200,""volume"":""10171.25804366"",""timestamp"":1496150195}",20170530221639
761,"{""last"":273832,""bid"":273724,""ask"":273842,""high"":276000,""low"":263200,""volume"":""10169.98841709"",""timestamp"":1496150205}",20170530221649
762,"{""last"":273840,""bid"":273727,""ask"":273840,""high"":276000,""low"":263200,""volume"":""10169.67172458"",""timestamp"":1496150216}",20170530221659
763,"{""last"":273841,""bid"":273730,""ask"":273876,""high"":276000,""low"":263200,""volume"":""10168.49283449"",""timestamp"":1496150224}",20170530221709
764,"{""last"":273841,""bid"":273756,""ask"":273875,""high"":276000,""low"":263200,""volume"":""10166.80733905"",""timestamp"":1496150234}",20170530221719
765,"{""last"":273890,""bid"":273875,""ask"":273890,""high"":276000,""low"":263200,""volume"":""10163.06020183"",""timestamp"":1496150245}",20170530221729
766,"{""last"":273876,""bid"":273774,""ask"":273876,""high"":276000,""low"":263200,""volume"":""10163.09531977"",""timestamp"":1496150255}",20170530221739
767,"{""last"":273876,""bid"":273774,""ask"":273876,""high"":276000,""low"":263200,""volume"":""10163.09531977"",""timestamp"":1496150255}",20170530221749
768,"{""last"":273890,""bid"":273840,""ask"":273890,""high"":276000,""low"":263200,""volume"":""10161.50590582"",""timestamp"":1496150278}",20170530221759
769,"{""last"":273890,""bid"":273840,""ask"":273888,""high"":276000,""low"":263200,""volume"":""10161.13123721"",""timestamp"":1496150285}",20170530221809
770,"{""last"":273888,""bid"":273781,""ask"":273848,""high"":276000,""low"":263200,""volume"":""10162.72777053"",""timestamp"":1496150296}",20170530221819
771,"{""last"":273792,""bid"":273783,""ask"":273825,""high"":276000,""low"":263200,""volume"":""10160.98593524"",""timestamp"":1496150305}",20170530221829
772,"{""last"":273790,""bid"":273749,""ask"":273801,""high"":276000,""low"":263200,""volume"":""10161.22854481"",""timestamp"":1496150318}",20170530221839
773,"{""last"":273840,""bid"":273764,""ask"":273847,""high"":276000,""low"":263200,""volume"":""10161.826777"",""timestamp"":1496150325}",20170530221850
774,"{""last"":273845,""bid"":273838,""ask"":273846,""high"":276000,""low"":263200,""volume"":""10160.87215344"",""timestamp"":1496150335}",20170530221900
775,"{""last"":273862,""bid"":273838,""ask"":273862,""high"":276000,""low"":263200,""volume"":""10161.4504474"",""timestamp"":1496150344}",20170530221910
776,"{""last"":273836,""bid"":273836,""ask"":273847,""high"":276000,""low"":263200,""volume"":""10161.16908305"",""timestamp"":1496150355}",20170530221920
777,"{""last"":273872,""bid"":273824,""ask"":273872,""high"":276000,""low"":263200,""volume"":""10160.51044773"",""timestamp"":1496150368}",20170530221930
778,"{""last"":273872,""bid"":273824,""ask"":273871,""high"":276000,""low"":263200,""volume"":""10160.34291224"",""timestamp"":1496150374}",20170530221942
779,"{""last"":273872,""bid"":273824,""ask"":273871,""high"":276000,""low"":263200,""volume"":""10160.34291224"",""timestamp"":1496150374}",20170530221952
780,"{""last"":273787,""bid"":273774,""ask"":273866,""high"":276000,""low"":263200,""volume"":""10160.35688224"",""timestamp"":1496150396}",20170530222002
781,"{""last"":273785,""bid"":273785,""ask"":273870,""high"":276000,""low"":263200,""volume"":""10160.87558924"",""timestamp"":1496150407}",20170530222012
782,"{""last"":273783,""bid"":273783,""ask"":273855,""high"":276000,""low"":263200,""volume"":""10161.06208924"",""timestamp"":1496150416}",20170530222022
783,"{""last"":273782,""bid"":273759,""ask"":273769,""high"":276000,""low"":263200,""volume"":""10160.98338186"",""timestamp"":1496150427}",20170530222032
784,"{""last"":273781,""bid"":273774,""ask"":273781,""high"":276000,""low"":263200,""volume"":""10162.33101333"",""timestamp"":1496150438}",20170530222042
785,"{""last"":273841,""bid"":273780,""ask"":273841,""high"":276000,""low"":263200,""volume"":""10162.16476352"",""timestamp"":1496150447}",20170530222052
786,"{""last"":273731,""bid"":273745,""ask"":273869,""high"":276000,""low"":263200,""volume"":""10163.00736352"",""timestamp"":1496150457}",20170530222102
787,"{""last"":273747,""bid"":273746,""ask"":273840,""high"":276000,""low"":263200,""volume"":""10162.90757294"",""timestamp"":1496150464}",20170530222112
788,"{""last"":273746,""bid"":273747,""ask"":273824,""high"":276000,""low"":263200,""volume"":""10168.87968267"",""timestamp"":1496150474}",20170530222122
789,"{""last"":273809,""bid"":273747,""ask"":273922,""high"":276000,""low"":263200,""volume"":""10169.1225409"",""timestamp"":1496150484}",20170530222132
790,"{""last"":273755,""bid"":273753,""ask"":273808,""high"":276000,""low"":263200,""volume"":""10168.57886813"",""timestamp"":1496150501}",20170530222142
791,"{""last"":273732,""bid"":273732,""ask"":273795,""high"":276000,""low"":263200,""volume"":""10168.63336813"",""timestamp"":1496150506}",20170530222152
792,"{""last"":273760,""bid"":273760,""ask"":273781,""high"":276000,""low"":263200,""volume"":""10168.57813249"",""timestamp"":1496150517}",20170530222202
793,"{""last"":273760,""bid"":273760,""ask"":273792,""high"":276000,""low"":263200,""volume"":""10168.30766839"",""timestamp"":1496150529}",20170530222212
794,"{""last"":273760,""bid"":273760,""ask"":273779,""high"":276000,""low"":263200,""volume"":""10168.31393711"",""timestamp"":1496150534}",20170530222222
795,"{""last"":273658,""bid"":273665,""ask"":273759,""high"":276000,""low"":263200,""volume"":""10173.59242401"",""timestamp"":1496150547}",20170530222232
796,"{""last"":273657,""bid"":273651,""ask"":273758,""high"":276000,""low"":263200,""volume"":""10172.63859663"",""timestamp"":1496150554}",20170530222242
797,"{""last"":273656,""bid"":273650,""ask"":273656,""high"":276000,""low"":263200,""volume"":""10171.39203386"",""timestamp"":1496150564}",20170530222252
798,"{""last"":273656,""bid"":273650,""ask"":273656,""high"":276000,""low"":263200,""volume"":""10171.39203386"",""timestamp"":1496150564}",20170530222303
799,"{""last"":273606,""bid"":273606,""ask"":273642,""high"":276000,""low"":263200,""volume"":""10170.9416972"",""timestamp"":1496150585}",20170530222313
800,"{""last"":273605,""bid"":273604,""ask"":273605,""high"":276000,""low"":263200,""volume"":""10169.45970031"",""timestamp"":1496150595}",20170530222323
801,"{""last"":273605,""bid"":273604,""ask"":273605,""high"":276000,""low"":263200,""volume"":""10168.66509778"",""timestamp"":1496150604}",20170530222333
802,"{""last"":273612,""bid"":273619,""ask"":273655,""high"":276000,""low"":263200,""volume"":""10165.86082607"",""timestamp"":1496150614}",20170530222343
803,"{""last"":273621,""bid"":273621,""ask"":273700,""high"":276000,""low"":263200,""volume"":""10164.02514915"",""timestamp"":1496150625}",20170530222353
804,"{""last"":273620,""bid"":273631,""ask"":273686,""high"":276000,""low"":263200,""volume"":""10163.94040209"",""timestamp"":1496150635}",20170530222403
805,"{""last"":273631,""bid"":273631,""ask"":273687,""high"":276000,""low"":263200,""volume"":""10163.08652554"",""timestamp"":1496150645}",20170530222413
806,"{""last"":273631,""bid"":273631,""ask"":273720,""high"":276000,""low"":263200,""volume"":""10162.46752554"",""timestamp"":1496150656}",20170530222423
807,"{""last"":273778,""bid"":273623,""ask"":273765,""high"":276000,""low"":263200,""volume"":""10162.43431071"",""timestamp"":1496150665}",20170530222433
808,"{""last"":273778,""bid"":273643,""ask"":273763,""high"":276000,""low"":263200,""volume"":""10162.26237572"",""timestamp"":1496150675}",20170530222443
809,"{""last"":273622,""bid"":273623,""ask"":273674,""high"":276000,""low"":263200,""volume"":""10162.35798499"",""timestamp"":1496150685}",20170530222453
810,"{""last"":273623,""bid"":273622,""ask"":273623,""high"":276000,""low"":263200,""volume"":""10162.37221297"",""timestamp"":1496150695}",20170530222503
811,"{""last"":273622,""bid"":273622,""ask"":273653,""high"":276000,""low"":263200,""volume"":""10163.79302948"",""timestamp"":1496150707}",20170530222513
812,"{""last"":273622,""bid"":273633,""ask"":273698,""high"":276000,""low"":263200,""volume"":""10160.92361212"",""timestamp"":1496150716}",20170530222523
813,"{""last"":273800,""bid"":273637,""ask"":273786,""high"":276000,""low"":263200,""volume"":""10158.77752531"",""timestamp"":1496150726}",20170530222534
814,"{""last"":273634,""bid"":273634,""ask"":273769,""high"":276000,""low"":263200,""volume"":""10157.33581745"",""timestamp"":1496150737}",20170530222544
815,"{""last"":273769,""bid"":273647,""ask"":273786,""high"":276000,""low"":263200,""volume"":""10158.53487745"",""timestamp"":1496150746}",20170530222554
816,"{""last"":273634,""bid"":273647,""ask"":273785,""high"":276000,""low"":263200,""volume"":""10157.04312745"",""timestamp"":1496150764}",20170530222604
817,"{""last"":273634,""bid"":273647,""ask"":273785,""high"":276000,""low"":263200,""volume"":""10157.04312745"",""timestamp"":1496150764}",20170530222614
818,"{""last"":273700,""bid"":273700,""ask"":273786,""high"":276000,""low"":263200,""volume"":""10152.89621386"",""timestamp"":1496150784}",20170530222624
819,"{""last"":273700,""bid"":273700,""ask"":273786,""high"":276000,""low"":263200,""volume"":""10152.89621386"",""timestamp"":1496150784}",20170530222634
820,"{""last"":273700,""bid"":273700,""ask"":273772,""high"":276000,""low"":263200,""volume"":""10151.94974663"",""timestamp"":1496150795}",20170530222644
821,"{""last"":273700,""bid"":273700,""ask"":273759,""high"":276000,""low"":263200,""volume"":""10152.33496663"",""timestamp"":1496150805}",20170530222654
822,"{""last"":273700,""bid"":273700,""ask"":273745,""high"":276000,""low"":263200,""volume"":""10148.83245885"",""timestamp"":1496150815}",20170530222704
823,"{""last"":273700,""bid"":273700,""ask"":273732,""high"":276000,""low"":263200,""volume"":""10148.76945885"",""timestamp"":1496150825}",20170530222714
824,"{""last"":273700,""bid"":273700,""ask"":273719,""high"":276000,""low"":263200,""volume"":""10146.16896575"",""timestamp"":1496150837}",20170530222725
825,"{""last"":273605,""bid"":273605,""ask"":273712,""high"":276000,""low"":263200,""volume"":""10139.97152013"",""timestamp"":1496150854}",20170530222735
826,"{""last"":273605,""bid"":273605,""ask"":273712,""high"":276000,""low"":263200,""volume"":""10139.97152013"",""timestamp"":1496150854}",20170530222745
827,"{""last"":273604,""bid"":273604,""ask"":273698,""high"":276000,""low"":263200,""volume"":""10140.46391013"",""timestamp"":1496150865}",20170530222755
828,"{""last"":273725,""bid"":273617,""ask"":273725,""high"":276000,""low"":263200,""volume"":""10139.91429299"",""timestamp"":1496150885}",20170530222805
829,"{""last"":273725,""bid"":273617,""ask"":273725,""high"":276000,""low"":263200,""volume"":""10139.91429299"",""timestamp"":1496150885}",20170530222815
830,"{""last"":273605,""bid"":273618,""ask"":273667,""high"":276000,""low"":263200,""volume"":""10139.63512749"",""timestamp"":1496150904}",20170530222825
831,"{""last"":273605,""bid"":273618,""ask"":273667,""high"":276000,""low"":263200,""volume"":""10139.63512749"",""timestamp"":1496150904}",20170530222835
832,"{""last"":273650,""bid"":273650,""ask"":273724,""high"":276000,""low"":263200,""volume"":""10138.28783209"",""timestamp"":1496150924}",20170530222845
