id,json_body,trade_time_int,pair
463,"{""rate"":""264661.0""}",20170529133000,btc_jpy
464,"{""rate"":""264546.0""}",20170529133010,btc_jpy
465,"{""rate"":""264299.0""}",20170529133020,btc_jpy
466,"{""rate"":""264166.0""}",20170529133030,btc_jpy
467,"{""rate"":""264298.0""}",20170529133040,btc_jpy
468,"{""rate"":""264343.0""}",20170529133050,btc_jpy
469,"{""rate"":""264301.5""}",20170529133101,btc_jpy
470,"{""rate"":""264418.0""}",20170529133111,btc_jpy
471,"{""rate"":""264603.5""}",20170529133121,btc_jpy
472,"{""rate"":""264626.5""}",20170529133131,btc_jpy
473,"{""rate"":""264559.0""}",20170529133141,btc_jpy
474,"{""rate"":""264349.5""}",20170529133151,btc_jpy
475,"{""rate"":""264170.0""}",20170529133201,btc_jpy
476,"{""rate"":""264115.0""}",20170529133211,btc_jpy
477,"{""rate"":""264207.0""}",20170529133221,btc_jpy
478,"{""rate"":""264269.5""}",20170529133231,btc_jpy
479,"{""rate"":""264205.5""}",20170529133241,btc_jpy
480,"{""rate"":""264010.0""}",20170529133251,btc_jpy
481,"{""rate"":""264174.5""}",20170529133301,btc_jpy
482,"{""rate"":""264125.0""}",20170529133311,btc_jpy
483,"{""rate"":""264047.5""}",20170529133321,btc_jpy
484,"{""rate"":""264060.0""}",20170529133331,btc_jpy
485,"{""rate"":""264134.0""}",20170529133341,btc_jpy
486,"{""rate"":""264139.5""}",20170529133351,btc_jpy
487,"{""rate"":""264037.5""}",20170529133401,btc_jpy
488,"{""rate"":""264055.5""}",20170529133412,btc_jpy
489,"{""rate"":""263985.5""}",20170529133422,btc_jpy
490,"{""rate"":""263986.0""}",20170529133432,btc_jpy
491,"{""rate"":""263960.0""}",20170529133442,btc_jpy
492,"{""rate"":""264005.5""}",20170529133452,btc_jpy
493,"{""rate"":""264010.0""}",20170529133502,btc_jpy
494,"{""rate"":""264271.0""}",20170529133512,btc_jpy
495,"{""rate"":""264403.5""}",20170529133522,btc_jpy
496,"{""rate"":""264562.0""}",20170529133532,btc_jpy
497,"{""rate"":""264849.0""}",20170529133542,btc_jpy
498,"{""rate"":""264860.0""}",20170529133552,btc_jpy
499,"{""rate"":""264860.5""}",20170529133602,btc_jpy
500,"{""rate"":""264792.0""}",20170529133612,btc_jpy
501,"{""rate"":""264727.0""}",20170529133622,btc_jpy
502,"{""rate"":""264385.5""}",20170529133632,btc_jpy
503,"{""rate"":""264577.0""}",20170529133642,btc_jpy
504,"{""rate"":""264456.5""}",20170529133652,btc_jpy
505,"{""rate"":""264375.5""}",20170529133702,btc_jpy
506,"{""rate"":""264334.0""}",20170529133716,btc_jpy
507,"{""rate"":""264459.5""}",20170529133726,btc_jpy
508,"{""rate"":""264632.5""}",20170529133736,btc_jpy
509,"{""rate"":""264690.0""}",20170529133746,btc_jpy
510,"{""rate"":""264688.0""}",20170529133756,btc_jpy
511,"{""rate"":""264551.5""}",20170529133806,btc_jpy
512,"{""rate"":""264578.5""}",20170529133816,btc_jpy
513,"{""rate"":""264636.5""}",20170529133827,btc_jpy
514,"{""rate"":""264602.5""}",20170529133837,btc_jpy
515,"{""rate"":""264648.0""}",20170529133847,btc_jpy
516,"{""rate"":""264853.5""}",20170529133857,btc_jpy
517,"{""rate"":""264797.5""}",20170529133907,btc_jpy
518,"{""rate"":""264909.0""}",20170529133917,btc_jpy
519,"{""rate"":""264727.5""}",20170529133927,btc_jpy
520,"{""rate"":""264594.5""}",20170529133937,btc_jpy
521,"{""rate"":""263935.5""}",20170529133947,btc_jpy
522,"{""rate"":""264497.5""}",20170529133957,btc_jpy
523,"{""rate"":""264272.5""}",20170529134007,btc_jpy
524,"{""rate"":""264229.5""}",20170529134017,btc_jpy
525,"{""rate"":""264284.0""}",20170529134027,btc_jpy
526,"{""rate"":""264354.0""}",20170529134037,btc_jpy
527,"{""rate"":""264286.0""}",20170529134047,btc_jpy
528,"{""rate"":""264164.0""}",20170529134057,btc_jpy
529,"{""rate"":""264370.5""}",20170529134107,btc_jpy
530,"{""rate"":""264435.5""}",20170529134117,btc_jpy
531,"{""rate"":""264378.5""}",20170529134127,btc_jpy
532,"{""rate"":""264547.5""}",20170529134137,btc_jpy
533,"{""rate"":""264886.5""}",20170529134147,btc_jpy
534,"{""rate"":""264389.0""}",20170529134158,btc_jpy
535,"{""rate"":""264330.5""}",20170529134208,btc_jpy
536,"{""rate"":""263949.5""}",20170529134218,btc_jpy
537,"{""rate"":""263990.0""}",20170529134228,btc_jpy
538,"{""rate"":""263949.5""}",20170529134238,btc_jpy
539,"{""rate"":""263991.5""}",20170529134248,btc_jpy
540,"{""rate"":""263991.5""}",20170529134258,btc_jpy
541,"{""rate"":""263991.5""}",20170529134308,btc_jpy
542,"{""rate"":""264273.0""}",20170529134318,btc_jpy
543,"{""rate"":""263799.0""}",20170529134328,btc_jpy
544,"{""rate"":""263979.5""}",20170529134338,btc_jpy
545,"{""rate"":""263979.5""}",20170529134348,btc_jpy
546,"{""rate"":""263924.0""}",20170529134358,btc_jpy
547,"{""rate"":""263979.5""}",20170529134408,btc_jpy
548,"{""rate"":""263979.5""}",20170529134418,btc_jpy
549,"{""rate"":""264135.5""}",20170529134428,btc_jpy
550,"{""rate"":""264235.5""}",20170529134438,btc_jpy
551,"{""rate"":""264294.5""}",20170529134448,btc_jpy
552,"{""rate"":""264234.5""}",20170529134458,btc_jpy
553,"{""rate"":""264043.0""}",20170529134509,btc_jpy
554,"{""rate"":""264232.5""}",20170529134519,btc_jpy
555,"{""rate"":""264234.0""}",20170529134529,btc_jpy
556,"{""rate"":""264172.0""}",20170529134539,btc_jpy
557,"{""rate"":""264063.5""}",20170529134549,btc_jpy
558,"{""rate"":""264483.5""}",20170529134559,btc_jpy
559,"{""rate"":""264311.0""}",20170529134609,btc_jpy
560,"{""rate"":""264258.5""}",20170529134619,btc_jpy
561,"{""rate"":""264232.0""}",20170529134629,btc_jpy
562,"{""rate"":""263984.0""}",20170529134639,btc_jpy
563,"{""rate"":""264016.0""}",20170529134649,btc_jpy
564,"{""rate"":""264016.5""}",20170529134659,btc_jpy
565,"{""rate"":""263871.5""}",20170529134709,btc_jpy
566,"{""rate"":""264012.5""}",20170529134719,btc_jpy
567,"{""rate"":""264080.5""}",20170529134729,btc_jpy
568,"{""rate"":""264105.5""}",20170529134739,btc_jpy
569,"{""rate"":""264052.0""}",20170529134749,btc_jpy
570,"{""rate"":""264060.5""}",20170529134759,btc_jpy
571,"{""rate"":""264085.5""}",20170529134810,btc_jpy
572,"{""rate"":""264086.5""}",20170529134820,btc_jpy
573,"{""rate"":""263932.0""}",20170529134830,btc_jpy
574,"{""rate"":""263919.5""}",20170529134840,btc_jpy
575,"{""rate"":""263983.5""}",20170529134850,btc_jpy
576,"{""rate"":""263897.5""}",20170529134900,btc_jpy
577,"{""rate"":""264056.0""}",20170529134910,btc_jpy
578,"{""rate"":""264004.5""}",20170529134920,btc_jpy
579,"{""rate"":""263922.0""}",20170529134930,btc_jpy
580,"{""rate"":""263920.0""}",20170529134940,btc_jpy
581,"{""rate"":""263806.5""}",20170529134950,btc_jpy
582,"{""rate"":""263674.5""}",20170529135000,btc_jpy
583,"{""rate"":""263844.0""}",20170529135010,btc_jpy
584,"{""rate"":""263677.0""}",20170529135020,btc_jpy
585,"{""rate"":""263826.0""}",20170529135030,btc_jpy
586,"{""rate"":""263738.5""}",20170529135040,btc_jpy
587,"{""rate"":""263694.5""}",20170529135050,btc_jpy
588,"{""rate"":""263660.5""}",20170529135100,btc_jpy
589,"{""rate"":""263587.5""}",20170529135111,btc_jpy
590,"{""rate"":""263580.5""}",20170529135121,btc_jpy
591,"{""rate"":""263333.5""}",20170529135131,btc_jpy
592,"{""rate"":""263333.5""}",20170529135141,btc_jpy
593,"{""rate"":""263423.5""}",20170529135151,btc_jpy
594,"{""rate"":""263366.0""}",20170529135201,btc_jpy
595,"{""rate"":""263165.5""}",20170529135211,btc_jpy
596,"{""rate"":""263485.0""}",20170529135221,btc_jpy
597,"{""rate"":""263384.5""}",20170529135231,btc_jpy
598,"{""rate"":""263188.0""}",20170529135241,btc_jpy
599,"{""rate"":""263616.5""}",20170529135251,btc_jpy
600,"{""rate"":""263098.0""}",20170529135301,btc_jpy
601,"{""rate"":""263288.0""}",20170529135311,btc_jpy
602,"{""rate"":""263194.0""}",20170529135321,btc_jpy
603,"{""rate"":""263060.0""}",20170529135331,btc_jpy
604,"{""rate"":""262798.0""}",20170529135341,btc_jpy
605,"{""rate"":""262619.0""}",20170529135352,btc_jpy
606,"{""rate"":""262514.5""}",20170529135402,btc_jpy
607,"{""rate"":""262857.5""}",20170529135412,btc_jpy
608,"{""rate"":""262859.0""}",20170529135422,btc_jpy
609,"{""rate"":""262958.5""}",20170529135432,btc_jpy
610,"{""rate"":""262728.0""}",20170529135442,btc_jpy
611,"{""rate"":""262786.5""}",20170529135452,btc_jpy
612,"{""rate"":""262858.0""}",20170529135502,btc_jpy
613,"{""rate"":""262879.5""}",20170529135512,btc_jpy
614,"{""rate"":""262880.5""}",20170529135522,btc_jpy
615,"{""rate"":""262881.5""}",20170529135532,btc_jpy
616,"{""rate"":""262881.0""}",20170529135542,btc_jpy
617,"{""rate"":""262883.0""}",20170529135552,btc_jpy
618,"{""rate"":""262884.0""}",20170529135602,btc_jpy
619,"{""rate"":""263189.5""}",20170529135612,btc_jpy
620,"{""rate"":""263343.0""}",20170529135622,btc_jpy
621,"{""rate"":""263282.0""}",20170529135632,btc_jpy
622,"{""rate"":""263285.5""}",20170529135642,btc_jpy
623,"{""rate"":""263199.5""}",20170529135652,btc_jpy
624,"{""rate"":""263514.0""}",20170529135703,btc_jpy
625,"{""rate"":""263514.0""}",20170529135714,btc_jpy
626,"{""rate"":""263302.0""}",20170529135724,btc_jpy
627,"{""rate"":""263117.0""}",20170529135734,btc_jpy
628,"{""rate"":""262962.5""}",20170529135744,btc_jpy
629,"{""rate"":""262841.0""}",20170529135754,btc_jpy
630,"{""rate"":""262509.5""}",20170529135805,btc_jpy
631,"{""rate"":""262450.5""}",20170529135815,btc_jpy
632,"{""rate"":""262383.5""}",20170529135825,btc_jpy
633,"{""rate"":""262473.5""}",20170529135835,btc_jpy
634,"{""rate"":""264003.5""}",20170529135845,btc_jpy
635,"{""rate"":""263985.5""}",20170529135855,btc_jpy
636,"{""rate"":""263967.0""}",20170529135905,btc_jpy
637,"{""rate"":""263978.5""}",20170529135915,btc_jpy
638,"{""rate"":""264001.0""}",20170529135925,btc_jpy
639,"{""rate"":""263893.5""}",20170529135935,btc_jpy
640,"{""rate"":""263860.5""}",20170529135945,btc_jpy
641,"{""rate"":""263806.0""}",20170529135955,btc_jpy
642,"{""rate"":""263968.0""}",20170529140005,btc_jpy
643,"{""rate"":""263805.5""}",20170529140015,btc_jpy
644,"{""rate"":""263802.0""}",20170529140025,btc_jpy
645,"{""rate"":""263801.5""}",20170529140035,btc_jpy
646,"{""rate"":""263807.0""}",20170529140045,btc_jpy
647,"{""rate"":""263801.5""}",20170529140055,btc_jpy
648,"{""rate"":""263808.5""}",20170529140106,btc_jpy
649,"{""rate"":""263805.0""}",20170529140116,btc_jpy
650,"{""rate"":""263812.5""}",20170529140126,btc_jpy
651,"{""rate"":""263911.0""}",20170529140136,btc_jpy
652,"{""rate"":""263968.0""}",20170529140146,btc_jpy
653,"{""rate"":""263865.5""}",20170529140156,btc_jpy
654,"{""rate"":""263807.5""}",20170529140206,btc_jpy
655,"{""rate"":""263860.5""}",20170529140216,btc_jpy
656,"{""rate"":""263805.0""}",20170529140226,btc_jpy
657,"{""rate"":""263649.0""}",20170529140236,btc_jpy
658,"{""rate"":""263679.0""}",20170529140246,btc_jpy
659,"{""rate"":""263278.0""}",20170529140256,btc_jpy
660,"{""rate"":""263326.0""}",20170529140306,btc_jpy
661,"{""rate"":""263421.5""}",20170529140316,btc_jpy
662,"{""rate"":""263491.5""}",20170529140326,btc_jpy
663,"{""rate"":""263497.5""}",20170529140336,btc_jpy
664,"{""rate"":""263499.0""}",20170529140346,btc_jpy
665,"{""rate"":""263467.5""}",20170529140356,btc_jpy
666,"{""rate"":""263273.0""}",20170529140407,btc_jpy
667,"{""rate"":""263423.0""}",20170529140417,btc_jpy
668,"{""rate"":""263039.0""}",20170529140427,btc_jpy
669,"{""rate"":""263008.0""}",20170529140437,btc_jpy
670,"{""rate"":""263277.0""}",20170529140447,btc_jpy
671,"{""rate"":""263252.0""}",20170529140457,btc_jpy
672,"{""rate"":""263164.0""}",20170529140507,btc_jpy
673,"{""rate"":""263381.0""}",20170529140517,btc_jpy
674,"{""rate"":""263341.0""}",20170529140527,btc_jpy
675,"{""rate"":""263344.0""}",20170529140537,btc_jpy
676,"{""rate"":""263345.5""}",20170529140547,btc_jpy
677,"{""rate"":""263346.5""}",20170529140557,btc_jpy
678,"{""rate"":""263297.0""}",20170529140607,btc_jpy
679,"{""rate"":""263537.0""}",20170529140617,btc_jpy
680,"{""rate"":""263635.0""}",20170529140627,btc_jpy
681,"{""rate"":""263659.5""}",20170529140637,btc_jpy
682,"{""rate"":""263606.5""}",20170529140647,btc_jpy
683,"{""rate"":""263609.5""}",20170529140657,btc_jpy
684,"{""rate"":""263449.5""}",20170529140708,btc_jpy
685,"{""rate"":""263440.0""}",20170529140718,btc_jpy
686,"{""rate"":""263461.5""}",20170529140728,btc_jpy
687,"{""rate"":""263460.5""}",20170529140738,btc_jpy
688,"{""rate"":""263552.0""}",20170529140748,btc_jpy
689,"{""rate"":""263606.0""}",20170529140758,btc_jpy
690,"{""rate"":""263501.0""}",20170529140808,btc_jpy
691,"{""rate"":""263511.0""}",20170529140818,btc_jpy
692,"{""rate"":""263757.0""}",20170529140828,btc_jpy
693,"{""rate"":""263817.5""}",20170529140838,btc_jpy
694,"{""rate"":""263985.5""}",20170529140848,btc_jpy
695,"{""rate"":""263855.0""}",20170529140858,btc_jpy
696,"{""rate"":""263749.5""}",20170529140908,btc_jpy
697,"{""rate"":""263895.0""}",20170529140918,btc_jpy
698,"{""rate"":""263917.5""}",20170529140928,btc_jpy
699,"{""rate"":""263892.0""}",20170529140938,btc_jpy
700,"{""rate"":""263855.0""}",20170529140948,btc_jpy
701,"{""rate"":""263866.5""}",20170529140959,btc_jpy
702,"{""rate"":""263868.0""}",20170529141009,btc_jpy
703,"{""rate"":""263579.5""}",20170529141019,btc_jpy
704,"{""rate"":""263539.0""}",20170529141029,btc_jpy
705,"{""rate"":""263536.5""}",20170529141039,btc_jpy
706,"{""rate"":""263619.5""}",20170529141049,btc_jpy
707,"{""rate"":""263548.5""}",20170529141059,btc_jpy
708,"{""rate"":""263592.5""}",20170529141109,btc_jpy
709,"{""rate"":""263522.0""}",20170529141119,btc_jpy
710,"{""rate"":""263544.5""}",20170529141129,btc_jpy
711,"{""rate"":""263691.5""}",20170529141139,btc_jpy
712,"{""rate"":""263598.0""}",20170529141149,btc_jpy
713,"{""rate"":""263689.5""}",20170529141159,btc_jpy
714,"{""rate"":""263891.5""}",20170529141209,btc_jpy
715,"{""rate"":""263901.0""}",20170529141219,btc_jpy
716,"{""rate"":""263864.0""}",20170529141229,btc_jpy
717,"{""rate"":""263890.0""}",20170529141239,btc_jpy
718,"{""rate"":""263994.5""}",20170529141249,btc_jpy
719,"{""rate"":""263864.0""}",20170529141300,btc_jpy
720,"{""rate"":""264104.0""}",20170529141310,btc_jpy
721,"{""rate"":""264017.5""}",20170529141320,btc_jpy
722,"{""rate"":""263973.5""}",20170529141330,btc_jpy
723,"{""rate"":""264110.0""}",20170529141340,btc_jpy
724,"{""rate"":""264122.0""}",20170529141350,btc_jpy
725,"{""rate"":""263979.5""}",20170529141400,btc_jpy
726,"{""rate"":""264015.5""}",20170529141410,btc_jpy
727,"{""rate"":""263991.0""}",20170529141420,btc_jpy
728,"{""rate"":""264015.5""}",20170529141430,btc_jpy
729,"{""rate"":""264171.5""}",20170529141440,btc_jpy
730,"{""rate"":""264171.5""}",20170529141450,btc_jpy
731,"{""rate"":""264035.0""}",20170529141500,btc_jpy
732,"{""rate"":""264198.5""}",20170529141510,btc_jpy
733,"{""rate"":""264379.0""}",20170529141520,btc_jpy
734,"{""rate"":""264397.0""}",20170529141530,btc_jpy
735,"{""rate"":""264449.0""}",20170529141540,btc_jpy
736,"{""rate"":""264245.0""}",20170529141550,btc_jpy
737,"{""rate"":""264385.0""}",20170529141600,btc_jpy
738,"{""rate"":""264187.5""}",20170529141611,btc_jpy
739,"{""rate"":""264323.5""}",20170529141621,btc_jpy
740,"{""rate"":""264324.0""}",20170529141631,btc_jpy
741,"{""rate"":""264460.0""}",20170529141641,btc_jpy
742,"{""rate"":""264061.5""}",20170529141651,btc_jpy
743,"{""rate"":""263951.5""}",20170529141701,btc_jpy
744,"{""rate"":""263908.5""}",20170529141711,btc_jpy
745,"{""rate"":""263906.5""}",20170529141721,btc_jpy
746,"{""rate"":""264087.0""}",20170529141731,btc_jpy
747,"{""rate"":""264043.5""}",20170529141741,btc_jpy
748,"{""rate"":""263961.0""}",20170529141751,btc_jpy
749,"{""rate"":""263690.5""}",20170529141801,btc_jpy
750,"{""rate"":""263632.0""}",20170529141811,btc_jpy
751,"{""rate"":""263511.0""}",20170529141821,btc_jpy
752,"{""rate"":""263505.5""}",20170529141831,btc_jpy
753,"{""rate"":""263502.5""}",20170529141841,btc_jpy
754,"{""rate"":""263646.0""}",20170529141851,btc_jpy
755,"{""rate"":""263211.5""}",20170529141901,btc_jpy
756,"{""rate"":""263201.5""}",20170529141911,btc_jpy
757,"{""rate"":""263350.0""}",20170529141922,btc_jpy
758,"{""rate"":""263202.0""}",20170529141932,btc_jpy
759,"{""rate"":""263276.5""}",20170529141942,btc_jpy
760,"{""rate"":""263219.0""}",20170529141952,btc_jpy
761,"{""rate"":""263402.0""}",20170529142002,btc_jpy
762,"{""rate"":""263512.5""}",20170529142012,btc_jpy
763,"{""rate"":""263448.0""}",20170529142022,btc_jpy
764,"{""rate"":""263568.5""}",20170529142032,btc_jpy
765,"{""rate"":""263501.0""}",20170529142042,btc_jpy
766,"{""rate"":""263741.5""}",20170529142052,btc_jpy
767,"{""rate"":""263702.0""}",20170529142102,btc_jpy
768,"{""rate"":""263509.5""}",20170529142112,btc_jpy
769,"{""rate"":""263629.5""}",20170529142122,btc_jpy
770,"{""rate"":""263698.5""}",20170529142132,btc_jpy
771,"{""rate"":""263740.0""}",20170529142142,btc_jpy
772,"{""rate"":""263551.0""}",20170529142152,btc_jpy
773,"{""rate"":""263629.0""}",20170529142202,btc_jpy
774,"{""rate"":""263742.5""}",20170529142212,btc_jpy
775,"{""rate"":""263519.5""}",20170529142222,btc_jpy
776,"{""rate"":""263800.0""}",20170529142233,btc_jpy
777,"{""rate"":""263715.0""}",20170529142243,btc_jpy
778,"{""rate"":""263788.5""}",20170529142253,btc_jpy
779,"{""rate"":""263460.0""}",20170529142303,btc_jpy
780,"{""rate"":""263425.0""}",20170529142313,btc_jpy
781,"{""rate"":""263475.0""}",20170529142323,btc_jpy
782,"{""rate"":""263426.0""}",20170529142333,btc_jpy
783,"{""rate"":""263461.0""}",20170529142343,btc_jpy
784,"{""rate"":""263469.5""}",20170529142353,btc_jpy
785,"{""rate"":""263493.0""}",20170529142403,btc_jpy
786,"{""rate"":""263494.0""}",20170529142413,btc_jpy
787,"{""rate"":""263493.0""}",20170529142423,btc_jpy
788,"{""rate"":""263465.5""}",20170529142433,btc_jpy
789,"{""rate"":""263285.5""}",20170529142443,btc_jpy
790,"{""rate"":""263199.5""}",20170529142453,btc_jpy
791,"{""rate"":""263126.5""}",20170529142503,btc_jpy
792,"{""rate"":""263116.0""}",20170529142514,btc_jpy
793,"{""rate"":""263214.5""}",20170529142524,btc_jpy
794,"{""rate"":""263085.5""}",20170529142534,btc_jpy
795,"{""rate"":""263185.0""}",20170529142544,btc_jpy
796,"{""rate"":""263131.0""}",20170529142554,btc_jpy
797,"{""rate"":""263034.0""}",20170529142604,btc_jpy
798,"{""rate"":""263249.0""}",20170529142614,btc_jpy
799,"{""rate"":""263256.5""}",20170529142624,btc_jpy
800,"{""rate"":""262891.5""}",20170529142634,btc_jpy
801,"{""rate"":""263297.5""}",20170529142644,btc_jpy
802,"{""rate"":""263396.0""}",20170529142654,btc_jpy
803,"{""rate"":""263143.0""}",20170529142704,btc_jpy
804,"{""rate"":""263430.5""}",20170529142714,btc_jpy
805,"{""rate"":""262849.0""}",20170529142724,btc_jpy
806,"{""rate"":""263134.0""}",20170529142734,btc_jpy
807,"{""rate"":""262949.5""}",20170529142744,btc_jpy
808,"{""rate"":""262950.0""}",20170529142754,btc_jpy
809,"{""rate"":""263344.5""}",20170529142804,btc_jpy
810,"{""rate"":""263392.5""}",20170529142815,btc_jpy
811,"{""rate"":""263382.5""}",20170529142825,btc_jpy
812,"{""rate"":""263374.5""}",20170529142835,btc_jpy
813,"{""rate"":""263360.0""}",20170529142845,btc_jpy
814,"{""rate"":""263022.0""}",20170529142855,btc_jpy
815,"{""rate"":""263232.5""}",20170529142905,btc_jpy
816,"{""rate"":""263335.5""}",20170529142915,btc_jpy
817,"{""rate"":""263181.0""}",20170529142925,btc_jpy
818,"{""rate"":""263482.5""}",20170529142935,btc_jpy
819,"{""rate"":""263098.5""}",20170529142945,btc_jpy
820,"{""rate"":""263082.0""}",20170529142955,btc_jpy
821,"{""rate"":""262987.0""}",20170529143005,btc_jpy
822,"{""rate"":""262727.0""}",20170529143015,btc_jpy
823,"{""rate"":""262976.0""}",20170529143025,btc_jpy
824,"{""rate"":""263025.5""}",20170529143035,btc_jpy
825,"{""rate"":""262799.5""}",20170529143045,btc_jpy
826,"{""rate"":""262782.5""}",20170529143055,btc_jpy
827,"{""rate"":""262779.0""}",20170529143105,btc_jpy
828,"{""rate"":""262774.5""}",20170529143116,btc_jpy
829,"{""rate"":""262526.0""}",20170529143126,btc_jpy
830,"{""rate"":""262250.5""}",20170529143136,btc_jpy
831,"{""rate"":""262001.5""}",20170529143146,btc_jpy
832,"{""rate"":""262198.5""}",20170529143156,btc_jpy
833,"{""rate"":""262195.0""}",20170529143206,btc_jpy
834,"{""rate"":""262120.0""}",20170529143216,btc_jpy
835,"{""rate"":""262164.5""}",20170529143226,btc_jpy
836,"{""rate"":""262306.0""}",20170529143236,btc_jpy
837,"{""rate"":""262679.0""}",20170529143246,btc_jpy
838,"{""rate"":""262661.5""}",20170529143256,btc_jpy
839,"{""rate"":""262591.0""}",20170529143306,btc_jpy
840,"{""rate"":""262647.5""}",20170529143316,btc_jpy
841,"{""rate"":""262774.5""}",20170529143326,btc_jpy
842,"{""rate"":""262776.5""}",20170529143336,btc_jpy
843,"{""rate"":""262785.5""}",20170529143346,btc_jpy
844,"{""rate"":""262794.5""}",20170529143357,btc_jpy
845,"{""rate"":""262789.0""}",20170529143407,btc_jpy
846,"{""rate"":""262794.0""}",20170529143417,btc_jpy
847,"{""rate"":""262797.5""}",20170529143427,btc_jpy
848,"{""rate"":""262656.0""}",20170529143437,btc_jpy
849,"{""rate"":""262641.5""}",20170529143447,btc_jpy
850,"{""rate"":""262584.5""}",20170529143457,btc_jpy
851,"{""rate"":""262238.0""}",20170529143507,btc_jpy
852,"{""rate"":""262681.5""}",20170529143517,btc_jpy
853,"{""rate"":""262665.0""}",20170529143527,btc_jpy
854,"{""rate"":""262580.0""}",20170529143537,btc_jpy
855,"{""rate"":""262568.5""}",20170529143547,btc_jpy
856,"{""rate"":""262377.0""}",20170529143557,btc_jpy
857,"{""rate"":""262273.5""}",20170529143607,btc_jpy
858,"{""rate"":""262477.5""}",20170529143617,btc_jpy
859,"{""rate"":""262473.5""}",20170529143627,btc_jpy
860,"{""rate"":""262620.0""}",20170529143637,btc_jpy
861,"{""rate"":""262629.5""}",20170529143647,btc_jpy
862,"{""rate"":""262694.5""}",20170529143658,btc_jpy
863,"{""rate"":""262761.0""}",20170529143708,btc_jpy
864,"{""rate"":""262792.0""}",20170529143718,btc_jpy
865,"{""rate"":""262762.5""}",20170529143728,btc_jpy
866,"{""rate"":""262779.0""}",20170529143738,btc_jpy
867,"{""rate"":""262767.0""}",20170529143748,btc_jpy
868,"{""rate"":""262782.0""}",20170529143758,btc_jpy
869,"{""rate"":""262257.5""}",20170529143808,btc_jpy
870,"{""rate"":""262653.5""}",20170529143818,btc_jpy
871,"{""rate"":""262671.5""}",20170529143828,btc_jpy
872,"{""rate"":""262398.5""}",20170529143838,btc_jpy
873,"{""rate"":""262272.5""}",20170529143848,btc_jpy
874,"{""rate"":""262580.5""}",20170529143858,btc_jpy
875,"{""rate"":""262555.5""}",20170529143908,btc_jpy
876,"{""rate"":""262494.0""}",20170529143918,btc_jpy
877,"{""rate"":""262641.0""}",20170529143928,btc_jpy
878,"{""rate"":""262327.5""}",20170529143938,btc_jpy
879,"{""rate"":""262634.0""}",20170529143949,btc_jpy
880,"{""rate"":""262577.0""}",20170529143959,btc_jpy
881,"{""rate"":""262703.0""}",20170529144009,btc_jpy
882,"{""rate"":""262664.0""}",20170529144019,btc_jpy
883,"{""rate"":""262563.5""}",20170529144029,btc_jpy
884,"{""rate"":""262647.0""}",20170529144039,btc_jpy
885,"{""rate"":""262630.5""}",20170529144049,btc_jpy
886,"{""rate"":""262653.0""}",20170529144059,btc_jpy
887,"{""rate"":""262400.5""}",20170529144109,btc_jpy
888,"{""rate"":""262554.0""}",20170529144119,btc_jpy
889,"{""rate"":""262550.0""}",20170529144129,btc_jpy
890,"{""rate"":""262555.5""}",20170529144139,btc_jpy
891,"{""rate"":""262793.0""}",20170529144149,btc_jpy
892,"{""rate"":""262791.5""}",20170529144159,btc_jpy
893,"{""rate"":""262636.5""}",20170529144209,btc_jpy
894,"{""rate"":""262941.5""}",20170529144219,btc_jpy
895,"{""rate"":""262960.0""}",20170529144229,btc_jpy
896,"{""rate"":""263062.5""}",20170529144239,btc_jpy
897,"{""rate"":""263104.5""}",20170529144250,btc_jpy
898,"{""rate"":""262892.5""}",20170529144300,btc_jpy
899,"{""rate"":""262837.0""}",20170529144310,btc_jpy
900,"{""rate"":""262835.5""}",20170529144320,btc_jpy
901,"{""rate"":""262833.5""}",20170529144330,btc_jpy
902,"{""rate"":""263018.0""}",20170529144340,btc_jpy
903,"{""rate"":""263076.0""}",20170529144350,btc_jpy
904,"{""rate"":""262928.0""}",20170529144400,btc_jpy
905,"{""rate"":""263392.5""}",20170529144410,btc_jpy
906,"{""rate"":""263394.0""}",20170529144420,btc_jpy
907,"{""rate"":""263394.5""}",20170529144430,btc_jpy
908,"{""rate"":""263397.5""}",20170529144440,btc_jpy
909,"{""rate"":""263255.5""}",20170529144450,btc_jpy
910,"{""rate"":""263394.5""}",20170529144500,btc_jpy
911,"{""rate"":""263307.5""}",20170529144510,btc_jpy
912,"{""rate"":""263370.5""}",20170529144520,btc_jpy
913,"{""rate"":""263394.5""}",20170529144531,btc_jpy
914,"{""rate"":""263394.0""}",20170529144541,btc_jpy
915,"{""rate"":""263396.5""}",20170529144551,btc_jpy
916,"{""rate"":""263398.0""}",20170529144601,btc_jpy
917,"{""rate"":""263398.5""}",20170529144611,btc_jpy
918,"{""rate"":""263396.5""}",20170529144621,btc_jpy
919,"{""rate"":""263395.5""}",20170529144631,btc_jpy
920,"{""rate"":""263399.5""}",20170529144641,btc_jpy
921,"{""rate"":""263619.5""}",20170529144651,btc_jpy
922,"{""rate"":""263795.0""}",20170529144701,btc_jpy
923,"{""rate"":""264112.5""}",20170529144711,btc_jpy
924,"{""rate"":""264586.0""}",20170529144721,btc_jpy
925,"{""rate"":""264674.0""}",20170529144731,btc_jpy
926,"{""rate"":""264708.5""}",20170529144741,btc_jpy
927,"{""rate"":""264701.5""}",20170529144751,btc_jpy
928,"{""rate"":""264752.0""}",20170529144801,btc_jpy
